파일명,한국어
KETI_SL_0000039058,몸에 열이 많이 나고 두통이 심해요
KETI_SL_0000039059,세브란스 병원 진료 예약을 해주세요
KETI_SL_0000039060,우리아이가 갑자기 의식을 잃었어요
KETI_SL_0000039061,119 구조대를 불러주세요
KETI_SL_0000039062,어지러워서 서있을 수 없어요
KETI_SL_0000039063,밖에 불이 났어요 소방차를 불러주세요
KETI_SL_0000039064,밖에 모르는 사람이 서성거려요
KETI_SL_0000039065,112에 신고해주세요
KETI_SL_0000039066,밖에 싸움이 났어요 경찰을 불러주세요
KETI_SL_0000039067,아내가 쓰러졌어요
KETI_SL_0000039068,아들이 놀이터에서 놀다가 팔이 부러졌어요
KETI_SL_0000039069,발목을 접질렀어요
KETI_SL_0000039070,집에 전기가 나갔어요
KETI_SL_0000039071,음식을 하다가 손가락을 칼에 베였어요
KETI_SL_0000039072,허리가 아파서 일어날 수 없어요
KETI_SL_0000039073,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
KETI_SL_0000039074,아이가 말벌에 쏘여서 기절했어요
KETI_SL_0000039075,무릎 인대를 다친 것 같아요
KETI_SL_0000039076,엄마가 신장병에 있는데 쓰러지셨어요
KETI_SL_0000039077,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
KETI_SL_0000039078,동생이 문틈에 손이 끼었어요
KETI_SL_0000039079,너무 아파요
KETI_SL_0000039080,빨리 와주세요
KETI_SL_0000039081,어떤 사람이 칼로 위협하고 있어요
KETI_SL_0000039082,술 취한 사람이 방망이로 사람들을 때리고 있어요
KETI_SL_0000039083,집에 불이 났어요
KETI_SL_0000039084,집에 도둑(강도)이 들어왔어요
KETI_SL_0000039085,어떤 사람이 교통사고를 당했어요
KETI_SL_0000039086,식사를 하다가 목에 음식이 걸렸어요
KETI_SL_0000039087,홍수가 나서 집이 물에 잠기고 있어요
KETI_SL_0000039088,엘리베이터가 갑자기 중간에 멈췄어요
KETI_SL_0000039089,어떤 사람이 자살을 시도하고 있어요
KETI_SL_0000039090,어떤 사람이 바다에 빠졌어요
KETI_SL_0000039091,해안가에 상어가 나타났어요
KETI_SL_0000039092,해안가에 해파리가 나타났어요
KETI_SL_0000039093,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요
KETI_SL_0000039094,근처에서 폭탄이 터졌어요
KETI_SL_0000039095,할머니가 갑자기 쓰러지셨어요
KETI_SL_0000039096,(사람)이 갑자기 쓰러졌어요
KETI_SL_0000039097,강아지가 뼈를 삼켰어요
KETI_SL_0000039098,아기가 장난감을 사켰어요
KETI_SL_0000039099,고속도로에서 자동차가 갑자기 멈췄어요
KETI_SL_0000039100,배가 침몰하고 있어요
KETI_SL_0000039101,이상한 사람이 저를 쫓아와요
KETI_SL_0000039102,쫓아오는 것 같아요
KETI_SL_0000039103,어떤 사람이 집단폭력을 당하고 있어요
KETI_SL_0000039104,어떤 사람이 무기/흉기를 소지하고 있어요
KETI_SL_0000039105,근처에 있는 건물이 붕괴되고 있어요
KETI_SL_0000039106,지하철 역 안에서 화재가 발생했어요
KETI_SL_0000039107,화상을 입었어요
KETI_SL_0000039108,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요
KETI_SL_0000039109,친구가 감전 사고를 당했어요
KETI_SL_0000039110,친구가 숨을 안 쉬는 것 같아요
KETI_SL_0000039111,차 안에 강아지가 방치되어있어요
KETI_SL_0000039112,어떤 사람한테 납치당했어요
KETI_SL_0000039113,산에서 뱀에게 물렸어요
KETI_SL_0000039114,광견병에 걸린 개에게 물렸어요
KETI_SL_0000039115,어떤 사람이 건물에서 추락했어요
KETI_SL_0000039116,눈에 이물질이 들어갔어요
KETI_SL_0000039117,터널이 무너져 갇혔어요
KETI_SL_0000039118,어디선가 연기가 나요 불이 나고 있는 것 같아요
KETI_SL_0000039119,급류에 친구가 휩쓸렸어요
KETI_SL_0000039120,비행기가 추락하고 있어요
KETI_SL_0000039121,어떤 사람이 길거리에서 피를 많이 흘리고 있어요
KETI_SL_0000039122,스키를 타다가 넘어져서 못 일어나겠어요
KETI_SL_0000039123,폭탄이 터졌어요
KETI_SL_0000039124,말벌에게 쏘였어요
KETI_SL_0000039125,해파리에게 쏘였어요
KETI_SL_0000039126,독버섯을 먹은 것 같아요
KETI_SL_0000039127,(신체부위)가 절단됐어요
KETI_SL_0000039128,바다에서 조난을 당했어요
KETI_SL_0000039129,어떤 사람이 벼락을 맞았어요
KETI_SL_0000039130,문에 몸이 끼었어요
KETI_SL_0000039131,가스가 새고 있는 것 같아요
KETI_SL_0000039132,고압선이 끊어져 있어요
KETI_SL_0000039133,숨이 안 쉬어져요
KETI_SL_0000039134,몸이 결박 당해있어요
KETI_SL_0000039135,어떤 사람이 저를 죽이려고 해요
KETI_SL_0000039136,도와주세요!
KETI_SL_0000039137,산에서 야생동물을 만났어요 저를 공격할 것 같아요
KETI_SL_0000039138,우리 집에 불이 났어요
KETI_SL_0000039139,윗집에 불이 났어요
KETI_SL_0000039140,옆집에 불이 났어요
KETI_SL_0000039141,아랫집에 불이 났어요
KETI_SL_0000039142,가스가 새고 있어요
KETI_SL_0000039143,감전 사고가 났어요
KETI_SL_0000039144,집에 모르는 사람이 침입했어요
KETI_SL_0000039145,강도가 들어온것 같아요
KETI_SL_0000039146,아기를 낳을것 같아요
KETI_SL_0000039147,아기가 갑자기 토해요
KETI_SL_0000039148,아기가 숨을 안 쉬어요
KETI_SL_0000039149,아이를 공원에서 잃어버렸어요
KETI_SL_0000039150,아이를 모르는 사람이 데려갔어요
KETI_SL_0000039151,아이가 독극물을 삼켰어요
KETI_SL_0000039152,아이가 장난감을 삼켰어요
KETI_SL_0000039153,복통이 심해요
KETI_SL_0000039154,아파서 못 참을것 같아요
KETI_SL_0000039155,빨리 도와주세요
KETI_SL_0000039156,아이가 방에 갇혔어요
KETI_SL_0000039157,내가 방에 갇혔어요
KETI_SL_0000039158,집이 흔들려요
KETI_SL_0000039159,집 벽이 무너질려고 해요
KETI_SL_0000039160,유리가 깨져서 발을 다쳤어요
KETI_SL_0000039161,남편이 높은데서 떨어져서 머리에서 피나요
KETI_SL_0000039162,사람이 무거운 물건에 깔렸어요
KETI_SL_0000039163,몸에 열이 많이 나고 두통이 심해요
KETI_SL_0000039164,세브란스 병원 진료 예약을 해주세요
KETI_SL_0000039165,우리아이가 갑자기 의식을 잃었어요
KETI_SL_0000039166,119 구조대를 불러주세요
KETI_SL_0000039167,어지러워서 서있을 수 없어요
KETI_SL_0000039168,밖에 불이 났어요 소방차를 불러주세요
KETI_SL_0000039169,밖에 모르는 사람이 서성거려요
KETI_SL_0000039170,112에 신고해주세요
KETI_SL_0000039171,밖에 싸움이 났어요 경찰을 불러주세요
KETI_SL_0000039172,아내가 쓰러졌어요
KETI_SL_0000039173,아들이 놀이터에서 놀다가 팔이 부러졌어요
KETI_SL_0000039174,발목을 접질렀어요
KETI_SL_0000039175,집에 전기가 나갔어요
KETI_SL_0000039176,음식을 하다가 손가락을 칼에 베였어요
KETI_SL_0000039177,허리가 아파서 일어날 수 없어요
KETI_SL_0000039178,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
KETI_SL_0000039179,아이가 말벌에 쏘여서 기절했어요
KETI_SL_0000039180,무릎 인대를 다친 것 같아요
KETI_SL_0000039181,엄마가 신장병에 있는데 쓰러지셨어요
KETI_SL_0000039182,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
KETI_SL_0000039183,동생이 문틈에 손이 끼었어요
KETI_SL_0000039184,너무 아파요
KETI_SL_0000039185,빨리 와주세요
KETI_SL_0000039186,어떤 사람이 칼로 위협하고 있어요
KETI_SL_0000039187,술 취한 사람이 방망이로 사람들을 때리고 있어요
KETI_SL_0000039188,집에 불이 났어요
KETI_SL_0000039189,집에 도둑(강도)이 들어왔어요
KETI_SL_0000039190,어떤 사람이 교통사고를 당했어요
KETI_SL_0000039191,식사를 하다가 목에 음식이 걸렸어요
KETI_SL_0000039192,홍수가 나서 집이 물에 잠기고 있어요
KETI_SL_0000039193,엘리베이터가 갑자기 중간에 멈췄어요
KETI_SL_0000039194,어떤 사람이 자살을 시도하고 있어요
KETI_SL_0000039195,어떤 사람이 바다에 빠졌어요
KETI_SL_0000039196,해안가에 상어가 나타났어요
KETI_SL_0000039197,해안가에 해파리가 나타났어요
KETI_SL_0000039198,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요
KETI_SL_0000039199,근처에서 폭탄이 터졌어요
KETI_SL_0000039200,할머니가 갑자기 쓰러지셨어요
KETI_SL_0000039201,(사람)이 갑자기 쓰러졌어요
KETI_SL_0000039202,강아지가 뼈를 삼켰어요
KETI_SL_0000039203,아기가 장난감을 사켰어요
KETI_SL_0000039204,고속도로에서 자동차가 갑자기 멈췄어요
KETI_SL_0000039205,배가 침몰하고 있어요
KETI_SL_0000039206,이상한 사람이 저를 쫓아와요
KETI_SL_0000039207,쫓아오는 것 같아요
KETI_SL_0000039208,어떤 사람이 집단폭력을 당하고 있어요
KETI_SL_0000039209,어떤 사람이 무기/흉기를 소지하고 있어요
KETI_SL_0000039210,근처에 있는 건물이 붕괴되고 있어요
KETI_SL_0000039211,지하철 역 안에서 화재가 발생했어요
KETI_SL_0000039212,화상을 입었어요
KETI_SL_0000039213,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요
KETI_SL_0000039214,친구가 감전 사고를 당했어요
KETI_SL_0000039215,친구가 숨을 안 쉬는 것 같아요
KETI_SL_0000039216,차 안에 강아지가 방치되어있어요
KETI_SL_0000039217,어떤 사람한테 납치당했어요
KETI_SL_0000039218,산에서 뱀에게 물렸어요
KETI_SL_0000039219,광견병에 걸린 개에게 물렸어요
KETI_SL_0000039220,어떤 사람이 건물에서 추락했어요
KETI_SL_0000039221,눈에 이물질이 들어갔어요
KETI_SL_0000039222,터널이 무너져 갇혔어요
KETI_SL_0000039223,어디선가 연기가 나요 불이 나고 있는 것 같아요
KETI_SL_0000039224,급류에 친구가 휩쓸렸어요
KETI_SL_0000039225,비행기가 추락하고 있어요
KETI_SL_0000039226,어떤 사람이 길거리에서 피를 많이 흘리고 있어요
KETI_SL_0000039227,스키를 타다가 넘어져서 못 일어나겠어요
KETI_SL_0000039228,폭탄이 터졌어요
KETI_SL_0000039229,말벌에게 쏘였어요
KETI_SL_0000039230,해파리에게 쏘였어요
KETI_SL_0000039231,독버섯을 먹은 것 같아요
KETI_SL_0000039232,(신체부위)가 절단됐어요
KETI_SL_0000039233,바다에서 조난을 당했어요
KETI_SL_0000039234,어떤 사람이 벼락을 맞았어요
KETI_SL_0000039235,문에 몸이 끼었어요
KETI_SL_0000039236,가스가 새고 있는 것 같아요
KETI_SL_0000039237,고압선이 끊어져 있어요
KETI_SL_0000039238,숨이 안 쉬어져요
KETI_SL_0000039239,몸이 결박 당해있어요
KETI_SL_0000039240,어떤 사람이 저를 죽이려고 해요
KETI_SL_0000039241,도와주세요!
KETI_SL_0000039242,산에서 야생동물을 만났어요 저를 공격할 것 같아요
KETI_SL_0000039243,우리 집에 불이 났어요
KETI_SL_0000039244,윗집에 불이 났어요
KETI_SL_0000039245,옆집에 불이 났어요
KETI_SL_0000039246,아랫집에 불이 났어요
KETI_SL_0000039247,가스가 새고 있어요
KETI_SL_0000039248,감전 사고가 났어요
KETI_SL_0000039249,집에 모르는 사람이 침입했어요
KETI_SL_0000039250,강도가 들어온것 같아요
KETI_SL_0000039251,아기를 낳을것 같아요
KETI_SL_0000039252,아기가 갑자기 토해요
KETI_SL_0000039253,아기가 숨을 안 쉬어요
KETI_SL_0000039254,아이를 공원에서 잃어버렸어요
KETI_SL_0000039255,아이를 모르는 사람이 데려갔어요
KETI_SL_0000039256,아이가 독극물을 삼켰어요
KETI_SL_0000039257,아이가 장난감을 삼켰어요
KETI_SL_0000039258,복통이 심해요
KETI_SL_0000039259,아파서 못 참을것 같아요
KETI_SL_0000039260,빨리 도와주세요
KETI_SL_0000039261,아이가 방에 갇혔어요
KETI_SL_0000039262,내가 방에 갇혔어요
KETI_SL_0000039263,집이 흔들려요
KETI_SL_0000039264,집 벽이 무너질려고 해요
KETI_SL_0000039265,유리가 깨져서 발을 다쳤어요
KETI_SL_0000039266,남편이 높은데서 떨어져서 머리에서 피나요
KETI_SL_0000039267,사람이 무거운 물건에 깔렸어요
KETI_SL_0000039268,몸에 열이 많이 나고 두통이 심해요
KETI_SL_0000039269,세브란스 병원 진료 예약을 해주세요
KETI_SL_0000039270,우리아이가 갑자기 의식을 잃었어요
KETI_SL_0000039271,119 구조대를 불러주세요
KETI_SL_0000039272,어지러워서 서있을 수 없어요
KETI_SL_0000039273,밖에 불이 났어요 소방차를 불러주세요
KETI_SL_0000039274,밖에 모르는 사람이 서성거려요
KETI_SL_0000039275,112에 신고해주세요
KETI_SL_0000039276,밖에 싸움이 났어요 경찰을 불러주세요
KETI_SL_0000039277,아내가 쓰러졌어요
KETI_SL_0000039278,아들이 놀이터에서 놀다가 팔이 부러졌어요
KETI_SL_0000039279,발목을 접질렀어요
KETI_SL_0000039280,집에 전기가 나갔어요
KETI_SL_0000039281,음식을 하다가 손가락을 칼에 베였어요
KETI_SL_0000039282,허리가 아파서 일어날 수 없어요
KETI_SL_0000039283,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
KETI_SL_0000039284,아이가 말벌에 쏘여서 기절했어요
KETI_SL_0000039285,무릎 인대를 다친 것 같아요
KETI_SL_0000039286,엄마가 신장병에 있는데 쓰러지셨어요
KETI_SL_0000039287,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
KETI_SL_0000039288,동생이 문틈에 손이 끼었어요
KETI_SL_0000039289,너무 아파요
KETI_SL_0000039290,빨리 와주세요
KETI_SL_0000039291,어떤 사람이 칼로 위협하고 있어요
KETI_SL_0000039292,술 취한 사람이 방망이로 사람들을 때리고 있어요
KETI_SL_0000039293,집에 불이 났어요
KETI_SL_0000039294,집에 도둑(강도)이 들어왔어요
KETI_SL_0000039295,어떤 사람이 교통사고를 당했어요
KETI_SL_0000039296,식사를 하다가 목에 음식이 걸렸어요
KETI_SL_0000039297,홍수가 나서 집이 물에 잠기고 있어요
KETI_SL_0000039298,엘리베이터가 갑자기 중간에 멈췄어요
KETI_SL_0000039299,어떤 사람이 자살을 시도하고 있어요
KETI_SL_0000039300,어떤 사람이 바다에 빠졌어요
KETI_SL_0000039301,해안가에 상어가 나타났어요
KETI_SL_0000039302,해안가에 해파리가 나타났어요
KETI_SL_0000039303,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요
KETI_SL_0000039304,근처에서 폭탄이 터졌어요
KETI_SL_0000039305,할머니가 갑자기 쓰러지셨어요
KETI_SL_0000039306,(사람)이 갑자기 쓰러졌어요
KETI_SL_0000039307,강아지가 뼈를 삼켰어요
KETI_SL_0000039308,아기가 장난감을 사켰어요
KETI_SL_0000039309,고속도로에서 자동차가 갑자기 멈췄어요
KETI_SL_0000039310,배가 침몰하고 있어요
KETI_SL_0000039311,이상한 사람이 저를 쫓아와요
KETI_SL_0000039312,쫓아오는 것 같아요
KETI_SL_0000039313,어떤 사람이 집단폭력을 당하고 있어요
KETI_SL_0000039314,어떤 사람이 무기/흉기를 소지하고 있어요
KETI_SL_0000039315,근처에 있는 건물이 붕괴되고 있어요
KETI_SL_0000039316,지하철 역 안에서 화재가 발생했어요
KETI_SL_0000039317,화상을 입었어요
KETI_SL_0000039318,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요
KETI_SL_0000039319,친구가 감전 사고를 당했어요
KETI_SL_0000039320,친구가 숨을 안 쉬는 것 같아요
KETI_SL_0000039321,차 안에 강아지가 방치되어있어요
KETI_SL_0000039322,어떤 사람한테 납치당했어요
KETI_SL_0000039323,산에서 뱀에게 물렸어요
KETI_SL_0000039324,광견병에 걸린 개에게 물렸어요
KETI_SL_0000039325,어떤 사람이 건물에서 추락했어요
KETI_SL_0000039326,눈에 이물질이 들어갔어요
KETI_SL_0000039327,터널이 무너져 갇혔어요
KETI_SL_0000039328,어디선가 연기가 나요 불이 나고 있는 것 같아요
KETI_SL_0000039329,급류에 친구가 휩쓸렸어요
KETI_SL_0000039330,비행기가 추락하고 있어요
KETI_SL_0000039331,어떤 사람이 길거리에서 피를 많이 흘리고 있어요
KETI_SL_0000039332,스키를 타다가 넘어져서 못 일어나겠어요
KETI_SL_0000039333,폭탄이 터졌어요
KETI_SL_0000039334,말벌에게 쏘였어요
KETI_SL_0000039335,해파리에게 쏘였어요
KETI_SL_0000039336,독버섯을 먹은 것 같아요
KETI_SL_0000039337,(신체부위)가 절단됐어요
KETI_SL_0000039338,바다에서 조난을 당했어요
KETI_SL_0000039339,어떤 사람이 벼락을 맞았어요
KETI_SL_0000039340,문에 몸이 끼었어요
KETI_SL_0000039341,가스가 새고 있는 것 같아요
KETI_SL_0000039342,고압선이 끊어져 있어요
KETI_SL_0000039343,숨이 안 쉬어져요
KETI_SL_0000039344,몸이 결박 당해있어요
KETI_SL_0000039345,어떤 사람이 저를 죽이려고 해요
KETI_SL_0000039346,도와주세요!
KETI_SL_0000039347,산에서 야생동물을 만났어요 저를 공격할 것 같아요
KETI_SL_0000039348,우리 집에 불이 났어요
KETI_SL_0000039349,윗집에 불이 났어요
KETI_SL_0000039350,옆집에 불이 났어요
KETI_SL_0000039351,아랫집에 불이 났어요
KETI_SL_0000039352,가스가 새고 있어요
KETI_SL_0000039353,감전 사고가 났어요
KETI_SL_0000039354,집에 모르는 사람이 침입했어요
KETI_SL_0000039355,강도가 들어온것 같아요
KETI_SL_0000039356,아기를 낳을것 같아요
KETI_SL_0000039357,아기가 갑자기 토해요
KETI_SL_0000039358,아기가 숨을 안 쉬어요
KETI_SL_0000039359,아이를 공원에서 잃어버렸어요
KETI_SL_0000039360,아이를 모르는 사람이 데려갔어요
KETI_SL_0000039361,아이가 독극물을 삼켰어요
KETI_SL_0000039362,아이가 장난감을 삼켰어요
KETI_SL_0000039363,복통이 심해요
KETI_SL_0000039364,아파서 못 참을것 같아요
KETI_SL_0000039365,빨리 도와주세요
KETI_SL_0000039366,아이가 방에 갇혔어요
KETI_SL_0000039367,내가 방에 갇혔어요
KETI_SL_0000039368,집이 흔들려요
KETI_SL_0000039369,집 벽이 무너질려고 해요
KETI_SL_0000039370,유리가 깨져서 발을 다쳤어요
KETI_SL_0000039371,남편이 높은데서 떨어져서 머리에서 피나요
KETI_SL_0000039372,사람이 무거운 물건에 깔렸어요
KETI_SL_0000039373,몸에 열이 많이 나고 두통이 심해요
KETI_SL_0000039374,세브란스 병원 진료 예약을 해주세요
KETI_SL_0000039375,우리아이가 갑자기 의식을 잃었어요
KETI_SL_0000039376,119 구조대를 불러주세요
KETI_SL_0000039377,어지러워서 서있을 수 없어요
KETI_SL_0000039378,밖에 불이 났어요 소방차를 불러주세요
KETI_SL_0000039379,밖에 모르는 사람이 서성거려요
KETI_SL_0000039380,112에 신고해주세요
KETI_SL_0000039381,밖에 싸움이 났어요 경찰을 불러주세요
KETI_SL_0000039382,아내가 쓰러졌어요
KETI_SL_0000039383,아들이 놀이터에서 놀다가 팔이 부러졌어요
KETI_SL_0000039384,발목을 접질렀어요
KETI_SL_0000039385,집에 전기가 나갔어요
KETI_SL_0000039386,음식을 하다가 손가락을 칼에 베였어요
KETI_SL_0000039387,허리가 아파서 일어날 수 없어요
KETI_SL_0000039388,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
KETI_SL_0000039389,아이가 말벌에 쏘여서 기절했어요
KETI_SL_0000039390,무릎 인대를 다친 것 같아요
KETI_SL_0000039391,엄마가 신장병에 있는데 쓰러지셨어요
KETI_SL_0000039392,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
KETI_SL_0000039393,동생이 문틈에 손이 끼었어요
KETI_SL_0000039394,너무 아파요
KETI_SL_0000039395,빨리 와주세요
KETI_SL_0000039396,어떤 사람이 칼로 위협하고 있어요
KETI_SL_0000039397,술 취한 사람이 방망이로 사람들을 때리고 있어요
KETI_SL_0000039398,집에 불이 났어요
KETI_SL_0000039399,집에 도둑(강도)이 들어왔어요
KETI_SL_0000039400,어떤 사람이 교통사고를 당했어요
KETI_SL_0000039401,식사를 하다가 목에 음식이 걸렸어요
KETI_SL_0000039402,홍수가 나서 집이 물에 잠기고 있어요
KETI_SL_0000039403,엘리베이터가 갑자기 중간에 멈췄어요
KETI_SL_0000039404,어떤 사람이 자살을 시도하고 있어요
KETI_SL_0000039405,어떤 사람이 바다에 빠졌어요
KETI_SL_0000039406,해안가에 상어가 나타났어요
KETI_SL_0000039407,해안가에 해파리가 나타났어요
KETI_SL_0000039408,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요
KETI_SL_0000039409,근처에서 폭탄이 터졌어요
KETI_SL_0000039410,할머니가 갑자기 쓰러지셨어요
KETI_SL_0000039411,(사람)이 갑자기 쓰러졌어요
KETI_SL_0000039412,강아지가 뼈를 삼켰어요
KETI_SL_0000039413,아기가 장난감을 사켰어요
KETI_SL_0000039414,고속도로에서 자동차가 갑자기 멈췄어요
KETI_SL_0000039415,배가 침몰하고 있어요
KETI_SL_0000039416,이상한 사람이 저를 쫓아와요
KETI_SL_0000039417,쫓아오는 것 같아요
KETI_SL_0000039418,어떤 사람이 집단폭력을 당하고 있어요
KETI_SL_0000039419,어떤 사람이 무기/흉기를 소지하고 있어요
KETI_SL_0000039420,근처에 있는 건물이 붕괴되고 있어요
KETI_SL_0000039421,지하철 역 안에서 화재가 발생했어요
KETI_SL_0000039422,화상을 입었어요
KETI_SL_0000039423,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요
KETI_SL_0000039424,친구가 감전 사고를 당했어요
KETI_SL_0000039425,친구가 숨을 안 쉬는 것 같아요
KETI_SL_0000039426,차 안에 강아지가 방치되어있어요
KETI_SL_0000039427,어떤 사람한테 납치당했어요
KETI_SL_0000039428,산에서 뱀에게 물렸어요
KETI_SL_0000039429,광견병에 걸린 개에게 물렸어요
KETI_SL_0000039430,어떤 사람이 건물에서 추락했어요
KETI_SL_0000039431,눈에 이물질이 들어갔어요
KETI_SL_0000039432,터널이 무너져 갇혔어요
KETI_SL_0000039433,어디선가 연기가 나요 불이 나고 있는 것 같아요
KETI_SL_0000039434,급류에 친구가 휩쓸렸어요
KETI_SL_0000039435,비행기가 추락하고 있어요
KETI_SL_0000039436,어떤 사람이 길거리에서 피를 많이 흘리고 있어요
KETI_SL_0000039437,스키를 타다가 넘어져서 못 일어나겠어요
KETI_SL_0000039438,폭탄이 터졌어요
KETI_SL_0000039439,말벌에게 쏘였어요
KETI_SL_0000039440,해파리에게 쏘였어요
KETI_SL_0000039441,독버섯을 먹은 것 같아요
KETI_SL_0000039442,(신체부위)가 절단됐어요
KETI_SL_0000039443,바다에서 조난을 당했어요
KETI_SL_0000039444,어떤 사람이 벼락을 맞았어요
KETI_SL_0000039445,문에 몸이 끼었어요
KETI_SL_0000039446,가스가 새고 있는 것 같아요
KETI_SL_0000039447,고압선이 끊어져 있어요
KETI_SL_0000039448,숨이 안 쉬어져요
KETI_SL_0000039449,몸이 결박 당해있어요
KETI_SL_0000039450,어떤 사람이 저를 죽이려고 해요
KETI_SL_0000039451,도와주세요!
KETI_SL_0000039452,산에서 야생동물을 만났어요 저를 공격할 것 같아요
KETI_SL_0000039453,우리 집에 불이 났어요
KETI_SL_0000039454,윗집에 불이 났어요
KETI_SL_0000039455,옆집에 불이 났어요
KETI_SL_0000039456,아랫집에 불이 났어요
KETI_SL_0000039457,가스가 새고 있어요
KETI_SL_0000039458,감전 사고가 났어요
KETI_SL_0000039459,집에 모르는 사람이 침입했어요
KETI_SL_0000039460,강도가 들어온것 같아요
KETI_SL_0000039461,아기를 낳을것 같아요
KETI_SL_0000039462,아기가 갑자기 토해요
KETI_SL_0000039463,아기가 숨을 안 쉬어요
KETI_SL_0000039464,아이를 공원에서 잃어버렸어요
KETI_SL_0000039465,아이를 모르는 사람이 데려갔어요
KETI_SL_0000039466,아이가 독극물을 삼켰어요
KETI_SL_0000039467,아이가 장난감을 삼켰어요
KETI_SL_0000039468,복통이 심해요
KETI_SL_0000039469,아파서 못 참을것 같아요
KETI_SL_0000039470,빨리 도와주세요
KETI_SL_0000039471,아이가 방에 갇혔어요
KETI_SL_0000039472,내가 방에 갇혔어요
KETI_SL_0000039473,집이 흔들려요
KETI_SL_0000039474,집 벽이 무너질려고 해요
KETI_SL_0000039475,유리가 깨져서 발을 다쳤어요
KETI_SL_0000039476,남편이 높은데서 떨어져서 머리에서 피나요
KETI_SL_0000039477,사람이 무거운 물건에 깔렸어요
KETI_SL_0000039478,몸에 열이 많이 나고 두통이 심해요
KETI_SL_0000039479,세브란스 병원 진료 예약을 해주세요
KETI_SL_0000039480,우리아이가 갑자기 의식을 잃었어요
KETI_SL_0000039481,119 구조대를 불러주세요
KETI_SL_0000039482,어지러워서 서있을 수 없어요
KETI_SL_0000039483,밖에 불이 났어요 소방차를 불러주세요
KETI_SL_0000039484,밖에 모르는 사람이 서성거려요
KETI_SL_0000039485,112에 신고해주세요
KETI_SL_0000039486,밖에 싸움이 났어요 경찰을 불러주세요
KETI_SL_0000039487,아내가 쓰러졌어요
KETI_SL_0000039488,아들이 놀이터에서 놀다가 팔이 부러졌어요
KETI_SL_0000039489,발목을 접질렀어요
KETI_SL_0000039490,집에 전기가 나갔어요
KETI_SL_0000039491,음식을 하다가 손가락을 칼에 베였어요
KETI_SL_0000039492,허리가 아파서 일어날 수 없어요
KETI_SL_0000039493,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
KETI_SL_0000039494,아이가 말벌에 쏘여서 기절했어요
KETI_SL_0000039495,무릎 인대를 다친 것 같아요
KETI_SL_0000039496,엄마가 신장병에 있는데 쓰러지셨어요
KETI_SL_0000039497,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
KETI_SL_0000039498,동생이 문틈에 손이 끼었어요
KETI_SL_0000039499,너무 아파요
KETI_SL_0000039500,빨리 와주세요
KETI_SL_0000039501,어떤 사람이 칼로 위협하고 있어요
KETI_SL_0000039502,술 취한 사람이 방망이로 사람들을 때리고 있어요
KETI_SL_0000039503,집에 불이 났어요
KETI_SL_0000039504,집에 도둑(강도)이 들어왔어요
KETI_SL_0000039505,어떤 사람이 교통사고를 당했어요
KETI_SL_0000039506,식사를 하다가 목에 음식이 걸렸어요
KETI_SL_0000039507,홍수가 나서 집이 물에 잠기고 있어요
KETI_SL_0000039508,엘리베이터가 갑자기 중간에 멈췄어요
KETI_SL_0000039509,어떤 사람이 자살을 시도하고 있어요
KETI_SL_0000039510,어떤 사람이 바다에 빠졌어요
KETI_SL_0000039511,해안가에 상어가 나타났어요
KETI_SL_0000039512,해안가에 해파리가 나타났어요
KETI_SL_0000039513,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요
KETI_SL_0000039514,근처에서 폭탄이 터졌어요
KETI_SL_0000039515,할머니가 갑자기 쓰러지셨어요
KETI_SL_0000039516,(사람)이 갑자기 쓰러졌어요
KETI_SL_0000039517,강아지가 뼈를 삼켰어요
KETI_SL_0000039518,아기가 장난감을 사켰어요
KETI_SL_0000039519,고속도로에서 자동차가 갑자기 멈췄어요
KETI_SL_0000039520,배가 침몰하고 있어요
KETI_SL_0000039521,이상한 사람이 저를 쫓아와요
KETI_SL_0000039522,쫓아오는 것 같아요
KETI_SL_0000039523,어떤 사람이 집단폭력을 당하고 있어요
KETI_SL_0000039524,어떤 사람이 무기/흉기를 소지하고 있어요
KETI_SL_0000039525,근처에 있는 건물이 붕괴되고 있어요
KETI_SL_0000039526,지하철 역 안에서 화재가 발생했어요
